INDEX_DATE,ITEM_ID,ITEM_DESC,INDEX_ALGORITHM,STRATUM_IND,ITEM_INDEX,ALL_GM_INDEX,COICOP_WEIGHT,ITEM_WEIGHT,CPIH_COICOP_WEIGHT,IMPUTATION_FLAGS
202108,410602,READY-MIXED FILLER-INT USE,1,1,101.114,101.055,0.06,0.4,0.06, 
202108,410607,PAINT BRUSH-2INCH/5CM WIDTH,1,1,100.109,100.767,0.09,0.5,0.09, 
202108,410611,DOOR HANDLE-PACK FOR ONE DOOR,2,1,104.785,103.91,1.6,1.5,1.28, 
202108,410614,POWER DRILL-HAMMER ACTION,2,1,105.294,104.355,0.35,0.5,0.28, 
202108,410621,VARNISH-CLEAR GLOSS-750ML-1LTR,1,1,103.348,103.329,0.06,0.4,0.06, 
202108,410625,SCREWDRIVER,2,1,105.704,105.036,0.35,0.5,0.28, 
202108,410629,WALLPAPER PER ROLL,1,1,104.131,102.758,0.16,1,0.16, 
202108,410631,SHOWER HEAD,2,1,98.555,97.984,0.24,1.5,0.24, 
202108,410632,HIRE OF DOMES CARPET CLEANER,1,1,102.881,102.615,0.3,0.4,0.24, 
202108,410633,MDF,1,1,144.405,144.372,0.16,1,0.16, 
202108,410637,CERAMI TILES 15X15-25X50CM BOX,2,1,105.172,104.49,0.06,0.4,0.06, 
202108,410638,WOODSCREWS STEEL/ZIN PLATED PK,1,1,106.554,105.988,0.28,0.9,0.21, 
202108,410639,PAINT GLOSS/EMUL 750ML-2.5LTR,2,1,99.952,99.338,0.17,1,0.17, 
202108,410701,DWELLING INSURANCE,2,0,99.197,96.077,0,4.06,0, 
202108,410703,GROUND RENT,1,0,103.566,103.566,0,2.94,0, 
202108,410801,HOUSE DEPRECIATION,1,0,103.566,103.566,0,90,0, 
202108,420101,COAL-HOUSEHOLD BEST QUAL 50KG,1,1,100.166,100.133,0.69,0.69,0.69, 
202108,420103,SMOKELESS FUEL 50KG,1,1,100.252,100.185,0.31,0.31,0.31, 
202108,420201,ELECTRICITY,1,0,109.276,109.276,19,19,15, 
202108,420301,GAS,1,0,109.497,109.497,11.64,14,8.73, 
202108,420404,BUTANE GAS,1,0,107.816,107.854,0.36,0.22,0.27, 
202108,420405,KEROSENE - 1000L DELIVERED,2,1,113.582,113.294,1,0.78,1, 
202108,430101,DOUBLE WARDROBE,2,1,111.04,109.897,0.85,1.45,0.7, 
202108,430104,ARMCHAIR -UPHOLSTERED,2,1,105.616,103.938,0.85,1.45,0.7, 
202108,430108,DOUBLE BED-WIDTH APPROX 135CM,2,1,109.539,107.76,1.36,2.32,1.12, 
202108,430119,KITCH BASE UNIT WIDTH 800-1000,2,1,106.77,106.46,1.36,2.32,1.12, 
202108,430120,COFFEE TABLE,2,1,105.609,104.659,0.34,0.58,0.28, 
202108,430122,SINGLE BED-WIDTH 90CM/3FT,2,1,108.064,106.729,1.36,2.32,1.12, 
202108,430127,CHEST OF DRAWERS,2,1,110.486,109.121,0.68,1.16,0.56, 
202108,430132,MATTRESS- 3FT/90CM,2,1,110.021,107.905,1.02,1.74,0.84, 
202108,430133,BOOKCASE/FREESTAND SHELV UNIT,2,1,106.934,106.217,0.85,1.45,0.7, 
202108,430134,TABLE LAMP,2,1,104.954,103.032,0.68,0.87,0.56, 
202108,430136,PATIO TABLE & CHAIRS-SEASONAL,2,1,102.141,100.621,0.17,1.16,0.14, 
202108,430137,LEATHER SETTEE,2,1,111.527,109.801,2.55,4.35,2.1, 
202108,430138,HOME OFFICE DESK,2,1,106.007,105.338,0.17,0.29,0.14, 
202108,430139,KITCH WALL UNIT WIDTH 800-1000,2,1,103.152,102.774,1.36,2.32,1.12, 
202108,430140,SOFA BED,2,1,107.117,106.325,0.85,1.45,0.7, 
202108,430141,DINING TABLE & 2-6 CHAIRS,2,1,107.878,106.685,1.19,2.03,0.98, 
202108,430142,HIGH CHAIR,2,1,100.545,99.376,0.17,0.29,0.14, 
202108,430143,"SETTEE,NON LEATHER - SEE HELP",2,1,106.966,105.746,0.85,1.45,0.7, 
202108,430211,DUVET-DOUBLE TOG 10-13.5,2,1,107.613,106.025,1.28,0.4,0.96, 
202108,430216,DUVET COVER,2,1,104.421,102.385,1.28,0.4,0.96, 
202108,430224,FITTED BED SHEET,2,1,102.988,101.873,1.28,0.4,0.96, 
202108,430227,LAMINATE FLOORING PER SQ M,2,2,107.077,105.789,0.44,0.32,0.33, 
202108,430228,BATH SHEET,2,1,105.414,103.833,1.2,0.64,0.9, 
202108,430229,FABRIC ROLLER BLIND 120-180CM,2,1,101.436,98.993,1.44,0.64,1.08, 
202108,430233,CARPET TUFTED 100% MANMADE FIB,2,2,110.731,108.728,1.04,1.44,0.78, 
202108,430234,CARPET TUFTED MIN 80% WOOL FIB,2,2,105.187,104.164,1.08,1.44,0.81, 
202108,430235,FLOOR RUG STATE SIZE & MATERIA,2,2,101.795,100.374,1.08,1.44,0.81, 
202108,430236,CURTAINS READY MADE SP'FY SIZE,2,1,102.336,101.28,1.52,0.64,1.14, 
202108,430237,LUXURY VINYL TILE PER SQ M,2,2,117.837,115.078,0.36,0.24,0.27, 
202108,430304,ELECTRIC COOKER,2,1,105.181,104.393,0.6,0.42,0.48, 
202108,430307,ELECTRIC KETTLE - 1.5-1.7L,2,1,108.137,102.87,1.5,0.63,1.2, 
202108,430317,ELECTRIC IRON,2,1,111.111,108.058,0.5,0.28,0.4, 
202108,430321,ELECTRIC RAZOR,2,1,101.03,97.747,0.5,0.07,0.38, 
202108,430323,PHONE NT MOBILE(SPEC DIG/ANAL),2,1,103.937,102.244,0.23,0.07,0.18, 
202108,430351,ELECTRIC HAIR STYLING APP,2,1,112.707,108.954,1.5,0.42,1.14, 
202108,430355,VACUUM CLEANER,2,1,109.161,106.84,2.1,0.84,1.68, 
202108,430356,DISH WASHER 12-15 PLACE SET,2,1,104.929,104.268,0.2,0.14,0.16, 
202108,430357,SMART PHONE HANDSETS,2,0,97.975,96.798,0.23,1.05,0.18, 
202108,430358,ELECTRIC HEATER -SEASONAL,2,1,106.412,103.471,0.6,0.56,0.48, 
202108,430359,ELECTRIC COOLING FAN -SEASONAL,2,1,116.066,114.647,0.5,0.56,0.4, 
202108,430361,WASHING MACH NO DRYER MAX 1800,2,1,107.438,106.357,1.9,1.05,1.52, 
202108,430362,FRIDGE/FREEZER SPEC CAPACITIES,2,1,114.337,112.756,0.9,0.77,0.72, 
202108,430363,ELECTRIC TOOTHBRUSH,2,1,113.633,103.216,0.75,0.14,0.57, 
202108,430407,"SMALL SAUCEPAN,MILK",2,1,109.041,105.76,0.88,0.6,0.66, 
202108,430409,SCISSORS - HOUSEHOLD,2,1,113.754,109.361,0.8,0.55,0.6, 
202108,430413,GAS FIRE,2,2,103.297,102.664,0.5,0.5,0.4, 
202108,430414,GAS COOKERS-SPECIFY MAKE & MOD,2,2,106.469,105.383,0.7,0.45,0.56, 
202108,430418,PLASTIC FOOD STORAGE CONTAINER,1,1,117.835,115.196,0.88,0.6,0.66, 
202108,430419,STAINLESS STEEL CUTLERY SET,2,1,99.262,98.852,0.4,0.2,0.3, 
202108,430422,PLAIN GLASS TUMBLER,1,1,99.776,101.364,0.72,0.45,0.54, 
202108,430423,FRYING PAN 24-30CM,2,1,104.754,102.782,0.88,0.6,0.66, 
202108,430424,"BAKEWARE, METAL, TRAY/ROASTING",2,1,106.549,105.328,0.88,0.6,0.66, 
202108,430425,"DINNER PLATE, APPROX DIAMETER",2,1,100.758,99.185,0.8,0.45,0.6, 
202108,430503,BALL POINT,1,1,103.483,102.852,1.08,0.65,0.72,PARTIAL
202108,430505,ALUMIN COOKING FOIL 290-300MM,1,1,100.67,100.794,0.2,0.52,0.15, 
202108,430507,WASHING UP LIQUID 380-900ML,1,1,101.355,101.876,0.28,0.52,0.21, 
202108,430509,HOUSEHOLD CLEANER CREAM/LIQUID,1,1,101.166,100.754,0.84,1.43,0.63, 
202108,430518,REFUSE SACK FROM PACK OF 10-20,1,1,100.182,100.288,0.24,0.65,0.18, 
202108,430524,LIGHT BULB,1,1,102.563,103.705,0.55,0.39,0.44, 
202108,430525,CLEAR STICKY TAPE,1,1,108.844,107.729,0.2,0.52,0.15,PARTIAL
202108,430526,GREETINGS CARD; STATE CODE,1,1,101.123,100.138,1.5,0.65,1, 
202108,430527,A4 PRINTER PAPER (500 REAM),1,1,102.767,103.047,1.2,0.65,0.8, 
202108,430529,BLEACH 750ML,1,1,100.371,100.474,0.84,1.43,0.63, 
202108,430530,BLACK INKJET CARTRIDGE,2,1,103.728,102.862,1.02,0.65,0.68, 
202108,430531,FABRIC CONDITIONER 500ML-1.5LT,1,1,100.077,100.671,0.32,0.52,0.24, 
202108,430533,KITCHEN ROLL PK OF 2-4 SPECIFY,1,1,103.495,103.21,0.24,0.65,0.18, 
202108,430535,SHEET OF WRAPPING PAPER,1,1,98.044,97.748,1.2,0.65,0.8, 
202108,430536,TOILET ROLLS,1,1,99.853,99.955,2.5,1.56,1.9, 
202108,430538,DISHWASHER TABLETS PACK 16-45,1,1,87.655,90.473,0.24,0.39,0.18, 
202108,430539,DRYCELL BATTERY 4 PACK EG AA,1,1,93.472,92.9,0.55,0.39,0.44, 
202108,430540,WASHING LIQUID 800ML/1.5LTR,1,1,105.32,104.116,0.32,0.52,0.24, 
202108,430541,LIGHT BULB SMART/WIFI,2,2,103.811,102.136,0.2,0.26,0.16, 
202108,430613,DOG FOOD-CAN-385-400GM,1,1,102.997,103.644,1.56,1.21,1.2, 
202108,430617,ANIMAL CAGE (E.G FOR GERBIL),2,1,100.082,99.337,1.17,0.99,0.9, 
202108,430621,ANNUAL BOOSTER INJECTION,1,2,102.299,102.456,2.6,2.09,2, 
202108,430622,DOG KENNEL FEES DAILY CHARGE,2,1,102.423,102.286,2.6,2.09,2, 
202108,430623,SMALL CAGED MAMMAL,2,1,98.693,98.378,0.65,1.1,0.5, 
202108,430624,CAT FOOD POUCH-IND-85G-100G,1,1,108.619,107.149,2.34,1.87,1.8, 
202108,430625,WILD BIRD SEED PACK 500G-2KG,1,1,102.936,104.088,0.39,0.33,0.3, 
202108,430626,"DOG TREATS,SPEC,TYPE 70-400G",1,1,100.471,99.005,1.69,1.32,1.3, 
202108,440101,DOMESTIC CLEANER HOURLY RATE,2,1,101.461,101.374,0.75,1.87,0.6, 
202108,440104,DRY CLEANING-MAN'S SUIT,1,1,102.125,102.147,0.83,0.33,0.83, 
202108,440105,DRIVING LESSON 1 HOUR,1,1,103.217,103.221,0.98,0.44,0.77, 
202108,440112,ELECTRICAL SERVICE CHARGE,2,0,100.763,100.75,0.7,0.66,0.7, 
202108,440113,WINDOW-CLEAN 3-BED SEMI,2,1,102.016,101.613,0.3,0.77,0.24, 
202108,440116,WASHING MACHINE REPAIR,2,1,102.39,102.193,0.3,0.11,0.3, 
202108,440118,PC REPAIR,2,1,100.62,100.461,1,0.22,1, 
202108,440120,CHILD MINDER - HOURLY RATE,1,1,101.422,101.267,10.08,1.32,7.98, 
202108,440121,"EVENT CATERING, SET MENU, COST",2,1,103.555,102.074,0.69,0.44,0.54,FULL
202108,440122,HOME DELIVERY CHARGES,2,0,93.614,92.616,1.54,0.11,1.19, 
202108,440123,HOME REMOVAL- 1 VAN,2,1,102.3,102.138,2.09,0.33,1.52, 
202108,440126,WEEKLY NANNY FEES,2,1,100.274,100.185,3.95,1.32,3.16,PARTIAL
202108,440127,MONTHLY SELF STORAGE FEE,2,1,107.747,106.686,1.98,0.33,1.44, 
202108,440128,HOME CARE ASSISTANT HRLY RATE,2,1,105.272,104.979,5.04,1.87,3.99, 
202108,440129,PLAYGROUP FEES - PER SESSION,2,1,101.994,101.756,4.32,0.55,3.42, 
202108,440131,WATCH BATTERY REPLACEMENT,2,1,107.35,107.004,0.63,0.22,0.49, 
202108,440132,MEN'S CLOTHING HIRE- SEE HELP,2,1,105.814,105.418,0.17,0.11,0.17, 
202108,440202,ESTATE AGENT FEES (PERCENTAGE),1,0,101.905,101.905,0,2.28,0, 
202108,440204,TRADE UNION & PROF ORGS SUBS,1,0,100.214,100.214,5.28,0.76,4.08, 
202108,440208,HOUSE CONTENTS INSURANCE,2,0,99.724,95.597,1.46,3.04,0.73, 
202108,440218,SRVYRS FEES MORTGAGE VALUATION,1,0,88.604,88.604,2.42,0.19,1.87, 
202108,440224,DRIVING TEST FEES,1,0,102.168,102.168,0.42,0.19,0.33, 
202108,440226,HOME-BUYERS SURVEY-RSDNTL PPTY,2,2,102.799,102.419,0,0.19,0, 
202108,440227,FUNERAL-CREMATION,2,2,101.701,101.603,3.96,0.38,3.06, 
202108,440229,BIRTHS DEATHS AND MARRIAGES,1,0,100,100,0.22,0.19,0.17, 
202108,440230,UNI (INTL STUDENT) TUITION,1,0,100,100,7.4,0,6, 
202108,440231,PASSPORT FEES,1,0,100,100,0.44,0.19,0.34, 
202108,440232,NURSERY FEES: CHILD 0-4,2,2,102.144,102.08,3.36,0.38,2.66, 
202108,440233,NEWSPAPER AD NON TRADE 20 WORD,2,2,100.251,99.176,1.98,0.19,1.53, 
202108,440237,UNIT TRUSTS COMM-ONGOING CHG,1,0,97.229,97.229,1.3,0,1.04, 
202108,440239,UK UNIVERSITY TUITION FEES,2,0,100,100,17.39,3.23,14.1, 
202108,440240,BASIC WILL FOR A SINGLE PERSON,2,2,102.796,102.544,1.98,0.19,1.53, 
202108,440241,STOCKBROKER COMMISSION FEE,1,0,100.91,100.91,1.6,0,1.28, 
202108,440246,PET INSURANCE,2,0,104.276,104.035,0.56,1.33,0.56, 
202108,440247,BANKER'S DRAFT,1,0,100,100,0.6,0.19,0.48, 
202108,440249,HOUSE CONVEYANCING,2,1,108.896,108.174,0,0.95,0, 
202108,440250,PACKAGED CURRENT ACCOUNTS,1,2,99.029,99.029,2.2,0.19,1.76, 
202108,440251,OPEN UNIVERSITY FEES,1,0,100,100,0,0,0, 
202108,440252,MONEY TRANSFERS,1,0,82.326,82.326,0.7,0.19,0.56, 
202108,440254,HOURLY RATE FOR SOLICITOR,2,1,102.756,102.678,1.98,0.19,1.53, 
202108,440255,CREDIT CARD FEES,1,0,95.467,95.467,2.1,0.19,1.68, 
202108,440256,MORTGAGE ARRANGEMENT FEES,1,0,103.28,103.28,1.5,0.19,1.2, 
202108,440257,HOUSEHLD SERVICES MAINT POLICY,2,0,95.646,94.555,0.54,1.14,0.27, 
202108,440258,DATING AGENCY FEES,2,0,100,100,2.2,0.19,1.7, 
202108,440301,POSTAGE CHARGES,1,0,100,100,2,1,1, 
202108,440401,TELEPHONE CHARGES,1,0,104.432,104.432,1.15,0.72,0.9, 
202108,440402,MOBILE PHONE CHARGES,1,0,100.929,100.929,8.51,8.16,6.66, 
202108,440403,CABLE TELEPHONES,1,0,100,100,0.69,0.48,0.54, 
202108,440405,DIRECTORY ENQUIRIES,1,0,100.057,100.057,0.23,0.24,0.18, 
202108,440406,SUBSCRIPTION TO INTERNET,1,0,100.917,101.714,0.69,0.48,0.54, 
202108,440408,MOBILE PHONE APPLICATIONS,1,0,91.528,92.607,0.46,1.44,0.36, 
202108,440409,BUNDLED TELECOMS SERVICES,1,0,101.955,101.955,10.35,12.48,8.1, 
202108,510101,MENS SUIT-READY MADE,2,1,108.124,101.107,1.1,0.48,0.86, 
202108,510104,MENS JACKET/COAT,2,1,104.261,98.054,1.1,0.54,0.86, 
202108,510106,MENS JEANS,2,1,107.213,104.866,1.1,0.48,0.86, 
202108,510108,MEN'S JUMPER-KNITTED,2,1,104.918,97.776,0.55,0.3,0.43, 
202108,510109,MEN'S FORMAL SHIRT-LONG SLEEVE,2,1,116.477,111.577,1.1,0.42,0.86, 
202108,510113,MENS CASUAL S/SLEEVE TOP,2,1,110.514,106.22,1.1,0.42,0.86, 
202108,510117,MEN'S FORMAL RDY-MADE TROUSERS,2,1,117.11,109.726,0.55,0.18,0.43, 
202108,510118,MEN'S CASUAL TROUSERS,2,1,115.415,110.929,1.1,0.36,0.86, 
202108,510120,MEN'S JUMPER OR SWEATSHIRT,2,1,108.314,103.096,0.55,0.3,0.43, 
202108,510122,MEN'S TRACKSUIT/JOGGIN BOTTOMS,2,1,96.832,95.41,0.55,0.24,0.43, 
202108,510124,MENS SHORTS NOT SWIMWEAR,2,1,116.454,108.197,0.55,0.24,0.43, 
202108,510126,MENS BRANDED T-SHIRT,2,1,109.429,104.088,0.55,0.3,0.43, 
202108,510127,MENS OFFICIAL FOOTBALL SHIRT,2,1,128.7,119.723,0.55,0.24,0.43,PARTIAL
202108,510128,MEN'S BRANDED SPORT SWEATSHIRT,2,1,95.279,92.3,0.55,0.3,0.43, 
202108,510130,MENS 3/4 TO FULL LENGTH COAT,2,1,114.487,101.381,0.55,0.3,0.43, 
202108,510131,MENS CASUAL SHIRT,2,1,109.024,104.933,0.55,0.36,0.43, 
202108,510132,MEN'S T-SHIRT SHORT SLEEVED,2,1,105.18,100.963,0.55,0.3,0.43, 
202108,510133,MENS LOUNGEWEAR BOTTOMS,2,1,117.268,109.436,0.55,0.24,0.43, 
202108,510206,WOMENS BLOUSE/SHIRT 1,2,1,120.247,111.063,1.1,0.48,0.86, 
202108,510208,WOMEN'S FORMAL JACKET,2,1,119.791,108.427,1.1,0.48,0.86, 
202108,510212,WOMEN'S JUMPER,2,1,107.46,96.992,1.1,0.6,0.86, 
202108,510215,WOMENS BASIC PLAIN T-SHIRT,2,1,108.536,103.97,1.1,0.6,0.86, 
202108,510219,WOMEN'S CASUAL OUTER JACKET,2,1,120.57,109.944,1.65,0.72,1.29, 
202108,510223,WOMEN'S LONG SLV TOP-NT BLOUSE,2,1,125.34,108.335,0.55,0.36,0.43, 
202108,510233,WOMEN'S CARDIGAN,2,1,114.951,104.347,1.1,0.6,0.86, 
202108,510235,WOMEN'S TROUSERS-CASUAL,2,1,108.823,100.353,2.2,1.2,1.72, 
202108,510236,WOMEN'S TROUSERS-FORMAL,2,1,124.926,111.551,1.65,0.84,1.29, 
202108,510237,WOMEN'S SKIRT: CASUAL,2,1,123.885,113.001,0.55,0.36,0.43, 
202108,510238,WOMEN'S SKIRT: WORK/FORMAL,2,1,113.053,102.186,1.1,0.72,0.86, 
202108,510244,WOMEN'S VEST/STRAPPY TOP,2,1,113.441,103.41,0.55,0.36,0.43, 
202108,510245,WOMENS DRESS -CASUAL/FORMAL,2,1,119.765,108.087,1.65,0.84,1.29, 
202108,510246,WOMENS SHORT SLEEVE SPORTS TOP,2,1,90.705,86.911,0.55,0.24,0.43, 
202108,510248,WOMEN'S JEANS- OWN BRAND,2,1,124.825,112.817,0.55,0.36,0.43, 
202108,510249,WOMEN'S JEANS- BRANDED,2,1,105.912,99.921,0.55,0.36,0.43, 
202108,510250,WOMEN'S COAT - SEE HELP SCREEN,2,1,108.915,101.075,1.1,0.48,0.86, 
202108,510254,WOMENS SPORTSWEAR SHORTS,2,1,101.631,97.762,0.55,0.24,0.43, 
202108,510255,WOMEN'S SWIMWEAR,2,1,114.004,109.262,0.55,0.12,0.43, 
202108,510256,WOMEN'S SHOWERPROOF JACKET,2,1,110.54,104.847,1.1,0.48,0.86, 
202108,510257,WOMENS BLOUSE / SHIRT 2,2,1,114.987,107.134,0.55,0.36,0.43, 
202108,510258,WOMENS LEGGINGS FULL LENGTH,2,1,103.327,98.215,0.55,0.24,0.43, 
202108,510259,WOMENS SHORT SLEEVE FORMAL TOP,2,1,130.079,114.321,1.1,0.6,0.86, 
202108,510260,WOMENS EXERCISE LEGGINGS,2,1,98.293,93.612,0.55,0.12,0.43, 
202108,510261,WOMEN'S SWEATSHIRT,2,1,108.741,101.963,0.55,0.24,0.43, 
202108,510324,TROUSERS  FOR SCHOOL 5-13 YRS,2,1,107.315,103.162,1.1,0.32,0.86, 
202108,510328,BOYS JEANS (5-13 YEARS),2,1,122.137,116.603,0.55,0.28,0.43, 
202108,510330,BABY SLEEPSUIT LONG SLEEVE,2,1,107.872,104.625,1.1,0.36,0.86, 
202108,510336,GIRLS SKIRT FOR SCHOOL 5-13YRS,2,1,104.011,100.208,0.55,0.32,0.43, 
202108,510340,GIRLS FASHION TOP 12-13 YEARS,2,1,104.755,95.661,1.1,0.32,0.86, 
202108,510344,GIRLS TROUSERS NOT DENIM 5-13,2,1,104.877,98.39,0.55,0.32,0.43, 
202108,510347,GIRLS JACKET (5-13 YEARS),2,1,98.045,93.425,1.1,0.32,0.86, 
202108,510348,BOYS T-SHIRT 3-13 YEARS,2,1,117.945,104.958,1.1,0.32,0.86, 
202108,510349,GIRLS LEGGINGS 5-13 YEARS,2,1,115.39,105.869,0.55,0.32,0.43, 
202108,510350,BOY'S JUMPER/SWTSHRT/CARDIGAN,2,1,111.68,105.034,0.55,0.32,0.43, 
202108,510351,INFANT'S TROUSERS 0-2 YEARS,2,1,109.012,101.981,1.1,0.4,0.86, 
202108,510352,INFANT'S JUMPR/SWTSHRT/CARDIGN,2,1,109.278,102.66,1.1,0.4,0.86, 
202108,510402,MEN'S PANTS/BOXER SHORTS,2,1,100.934,99.663,1.1,0.45,0.86, 
202108,510405,WOMEN'S NIGHTDRESS/PYJAMAS,2,1,104.872,99.904,0.55,0.45,0.43, 
202108,510406,WOMEN'S PANTS,2,1,100.037,98.3,1.1,0.45,0.86, 
202108,510407,"BRA, CUP SIZE A-D RANGE",2,1,103.324,99.866,0.55,0.4,0.43, 
202108,510410,CHILDS PYJAMAS 18MTHS-13YEARS,2,1,107.958,104.537,0.55,0.25,0.43, 
202108,510411,CHILDS PANTS 1PR 18MTHS-13YRS,1,1,101.61,99.767,0.55,0.25,0.43, 
202108,510413,MENS SOCKS 1 PAIR,2,1,102.042,100.589,1.1,0.4,0.86, 
202108,510415,WOMEN'S TIGHTS,2,1,100.973,99.849,1.1,0.45,0.86, 
202108,510416,CHILDS SOCKS 1 PR UK 3-6.5,1,1,100.926,102.137,0.55,0.25,0.43, 
202108,510419,MEN'S TIE,2,1,113.039,108.435,0.78,0.2,0.65, 
202108,510429,KNITTING WOOL-DOUBLE KNIT-100G,1,1,102.13,102.874,2.04,0.45,1.7, 
202108,510432,LADY'S SCARF,2,1,102.849,99.068,1.2,0.35,1, 
202108,510433,MENS BASE LAYER TOP LONG/SHORT,2,1,105.368,100.144,0.55,0.2,0.43, 
202108,510434,"HAT/CAP, ADULT",2,1,103.709,99.736,1.44,0.45,1.2, 
202108,510501,MENS SHOE FORMAL STYLE,2,1,125.971,120.104,0.48,0.36,0.4, 
202108,510506,WOMEN'S SANDALS,2,1,104.615,100.198,0.84,0.3,0.7, 
202108,510507,BOY'S SHOES,2,1,105.102,103.67,0.48,0.3,0.4, 
202108,510508,GIRL'S SHOES SCHOOL,2,1,108.114,106.147,0.48,0.3,0.4, 
202108,510515,MEN'S SHOE CASUAL STYLE,2,1,109.915,105.801,0.48,0.36,0.4, 
202108,510516,MEN'S TRAINING SHOE-SPORTSWEAR,2,1,107.498,105.91,1.08,0.72,0.9, 
202108,510517,WOMEN'S TRAINING SHOES,2,1,106.607,105.565,1.68,0.6,1.4, 
202108,510528,CHILD'S TRAINERS-SPORTS,2,1,109.759,103.362,0.96,0.54,0.8, 
202108,510529,WOMANS BOOTS,2,1,103.202,98.161,0.84,0.3,0.7, 
202108,510530,"WOMEN'S SHOES-FLAT MAX 1"" HEEL",2,1,113.478,107.987,1.56,0.54,1.3, 
202108,510533,WOMENS SHOE,2,1,110.658,101.726,1.32,0.48,1.1, 
202108,510534,WALKING/HIKING BOOT,2,1,105.663,103.447,0.96,0.66,0.8, 
202108,510535,CANVAS FASHION ADULT SHOE/TRAI,2,1,108.501,105.075,0.84,0.54,0.7, 
202108,520103,LADY'S UMBRELLA -FOLDING,2,1,105.676,104.235,0.4,0.4,0.32, 
202108,520109,LADIES HAND/SHLDER BAG,2,1,105.034,102.274,1.3,0.6,1.04, 
202108,520118,FLOWER VASE,2,2,107.114,105.571,1.2,0.7,0.9, 
202108,520123,EARRINGS- FASHION,2,1,102.41,99.187,0.36,0.1,0.28, 
202108,520130,SOLID GOLD RING 9CT,2,1,106.126,105.157,2.43,0.7,1.89, 
202108,520131,GENT'S WATCH- ANALOGUE FACE,2,1,104.061,101.582,1.8,0.6,1.4, 
202108,520132,WALL HANGING MIRROR UPTO 1.5M,2,2,114.079,111.755,0.34,0.7,0.28, 
202108,520134,LUGGAGE TROLLEY CASE - 60-70CM,2,1,105.961,101.875,1.3,0.6,1.04, 
202108,520135,DIAMOND SOLITAIRE RING,2,1,108.265,106.029,2.43,0.7,1.89, 
202108,520136,PHOTO FRAME,2,1,105.961,103.526,0.65,0.7,0.52, 
202108,520137,STERLING SILVER EARRINGS,2,1,101.303,99.501,0.63,0.2,0.49, 
202108,520138,SPECTACLE FRAMES WITH LENSE,2,1,100.317,99.937,3.01,1.2,2.15, 
202108,520139,DAILY DISPOSABLE SOFT LENSES,2,1,102.774,102.086,2.59,1.1,1.85, 
202108,520140,NECKLACE FASHION APX 16/20 INS,2,1,103.501,100.655,0.72,0.2,0.56, 
202108,520141,MOBILE PHONE ACCESSORY,2,1,104.571,103.584,0.23,0.8,0.18, 
202108,520142,RE-USABLE BOTTLE/MUG ADULT,2,1,109.635,108.006,0.56,0.4,0.42, 
202108,520143,SMARTWATCH,2,0,100.29,98.99,0.23,0.3,0.18, 
202108,520202,INDIGESTION TABLETS 16-24 PACK,1,1,98.882,99.093,1.4,0.48,1.12, 
202108,520206,TAMPONS-PACK OF 10-20,1,1,98.896,98.801,1.25,0.8,0.95, 
202108,520207,NHS PRESCRIPTION CHARGES,1,0,102.186,102.186,1.5,0.48,1.2, 
202108,520209,TOOTHPASTE (SPECIFY SIZE),1,1,99.881,99.766,1.25,0.8,0.95, 
202108,520213,TISSUES-LARGE SIZE BOX,1,1,97.834,98.017,1.25,0.8,0.95, 
202108,520215,MOISTURISER FACIAL 50-150ML,2,1,99.956,97.213,1,0.48,0.76, 
202108,520216,DEODORANT/ANTI PERSPI 50-250ML,1,1,100.295,101.128,1,0.64,0.76, 
202108,520219,"DISP NAPPIES, SPEC TYPE, 20-60",1,1,101.363,100.356,0.75,0.48,0.57, 
202108,520222,MULTI-VITAMINS CAPSULES/TABLET,1,1,101.065,101.595,1.4,0.48,1.12, 
202108,520223,MASCARA,2,1,99.541,98.68,0.75,0.48,0.57, 
202108,520226,SHAMPOO-250-400ML,1,1,95.847,96.825,0.75,0.48,0.57, 
202108,520227,PAIN KILLER TABLETS-16-24 PACK,1,1,104.081,103.422,1.5,0.48,1.2, 
202108,520228,PLASTERS-20-40 PACK,1,1,98.372,99.251,0.77,0.32,0.55, 
202108,520230,CONDOMS PACK OF 3-14,2,1,94.649,92.615,0.63,0.32,0.45, 
202108,520234,PERFUME/EUD DE TOILETTE,2,1,102.484,101.239,1,0.64,0.76, 
202108,520235,SUNSCREEN - SPEC SIZE/SPF,2,1,94.138,92.986,0.75,0.48,0.57, 
202108,520236,WOMENS HAIR COLOURANT 60-140ML,1,1,98.216,98.144,0.75,0.48,0.57, 
202108,520237,HAIR GEL 150-200ML,1,1,101.425,100.178,0.75,0.48,0.57, 
202108,520238,SHOWER GEL 150-250ML,1,1,91.029,90.6,0.75,0.32,0.57, 
202108,520241,RAZOR CARTRIDGE BLADES,1,1,100.041,100.26,0.5,0.32,0.38, 
202108,520242,COLD/FLU DRINK POWDER,1,1,104.709,105.087,1.4,0.48,1.12, 
202108,520243,LIQUID FOUNDATION 30-35ML,2,1,102.045,101.112,0.75,0.48,0.57, 
202108,520244,TOOTHBRUSH,1,1,101.15,100.135,0.75,0.32,0.57, 
202108,520245,ANTIHISTAMINE ALLERGY TABLETS,1,1,93.265,93.23,1.4,0.48,1.12, 
202108,520246,LIP GLOSS,2,1,97.976,96.655,1,0.48,0.76, 
202108,520247,LIQUID SOAP 200-300ML,1,1,101.352,100.584,0.75,0.32,0.57, 
